price range,win rate,size of slice
"(3325.0, 3675.0)",0.75,28
"(3420.0, 3780.0)",0.7575757575757576,33
"(3515.0, 3885.0)",0.65625,32
"(3610.0, 3990.0)",0.6842105263157895,38
"(3705.0, 4095.0)",0.6285714285714286,35
"(3800.0, 4200.0)",0.5641025641025641,39
"(3895.0, 4305.0)",0.6190476190476191,42
"(3990.0, 4410.0)",0.5,42
"(4085.0, 4515.0)",0.45454545454545453,44
"(4180.0, 4620.0)",0.41025641025641024,39
"(4275.0, 4725.0)",0.38095238095238093,42
"(4370.0, 4830.0)",0.3235294117647059,34
"(4465.0, 4935.0)",0.3870967741935484,31
"(4560.0, 5040.0)",0.37037037037037035,27
"(4845.0, 5355.0)",0.25925925925925924,27
"(4940.0, 5460.0)",0.2413793103448276,29
"(5035.0, 5565.0)",0.25,32
"(5130.0, 5670.0)",0.21052631578947367,38
"(5225.0, 5775.0)",0.2702702702702703,37
"(5320.0, 5880.0)",0.325,40
"(5415.0, 5985.0)",0.36363636363636365,33
"(5510.0, 6090.0)",0.42424242424242425,33
"(5605.0, 6195.0)",0.47058823529411764,34
"(5700.0, 6300.0)",0.4827586206896552,29
"(5795.0, 6405.0)",0.5,28
"(6080.0, 6720.0)",0.48,25
"(6270.0, 6930.0)",0.48148148148148145,27
"(6365.0, 7035.0)",0.48,25
"(6460.0, 7140.0)",0.4642857142857143,28
"(6555.0, 7245.0)",0.46875,32
"(6650.0, 7350.0)",0.4827586206896552,29
"(6745.0, 7455.0)",0.42857142857142855,28
"(6840.0, 7560.0)",0.35714285714285715,28
